 format: day,hour,forecast,value  location:60_127 Start : 20250701 
 1,1100,+10,26.000000 
 1,1100,+11,26.000000 
 1,1100,+12,26.000000 
 1,1100,+13,26.000000 
 1,1100,+14,27.000000 
 1,1100,+15,28.000000 
 1,1100,+16,29.000000 
 1,1100,+17,29.000000 
 1,1100,+18,30.000000 
 1,1100,+19,30.000000 
 1,1100,+20,30.000000 
 1,1100,+21,30.000000 
 1,1100,+22,29.000000 
 1,1100,+23,28.000000 
 1,1100,+24,28.000000 
 1,1100,+25,27.000000 
 1,1100,+26,27.000000 
 1,1100,+27,26.000000 
 1,1100,+28,26.000000 
 1,1100,+29,26.000000 
 1,1100,+30,25.000000 
 1,1100,+31,25.000000 
 1,1100,+32,25.000000 
 1,1100,+33,25.000000 
 1,1100,+34,25.000000 
 1,1100,+35,25.000000 
 1,1100,+36,25.000000 
 1,1100,+37,26.000000 
 1,1100,+38,26.000000 
 1,1100,+39,27.000000 
 1,1100,+40,28.000000 
 1,1100,+41,29.000000 
 1,1100,+42,30.000000 
 1,1100,+43,30.000000 
 1,1100,+44,30.000000 
 1,1100,+45,30.000000 
 1,1100,+46,29.000000 
 1,1100,+47,28.000000 
 1,1100,+48,27.000000 
 1,1100,+49,26.000000 
 1,1100,+50,26.000000 
 1,1100,+51,26.000000 
 1,1100,+52,25.000000 
 1,1100,+53,25.000000 
 1,1100,+54,25.000000 
 1,1100,+55,25.000000 
 1,1100,+56,25.000000 
 1,1100,+57,24.000000 
 1,1100,+58,24.000000 
 1,1100,+59,24.000000 
 1,1100,+60,25.000000 
 1,1100,+61,25.000000 
 1,1100,+62,26.000000 
 1,1100,+63,27.000000 
 1,1100,+64,28.000000 
 1,1100,+65,28.000000 
 1,1100,+66,29.000000 
 1,1100,+67,28.000000 
 1,1100,+68,28.000000 
 1,1100,+69,28.000000 
 1,1100,+70,28.000000 
 1,1100,+71,27.000000 
 1,1100,+72,27.000000 
 1,1100,+73,26.000000 
 1,1100,+74,25.000000 
 1,1100,+75,25.000000 
 1,1100,+76,25.000000 
 1,1100,+79,24.000000 
 1,1100,+82,24.000000 
 1,1100,+85,25.000000 
 1,1100,+88,28.000000 
 1,1100,+91,28.000000 
 1,1100,+94,27.000000 
 1,1100,+97,25.000000 
 1,1100,+100,24.000000 
 1,1400,+6,26.000000 
 1,1400,+7,26.000000 
 1,1400,+8,26.000000 
 1,1400,+9,26.000000 
 1,1400,+10,26.000000 
 1,1400,+11,27.000000 
 1,1400,+12,28.000000 
 1,1400,+13,29.000000 
 1,1400,+14,29.000000 
 1,1400,+15,30.000000 
 1,1400,+16,30.000000 
 1,1400,+17,30.000000 
 1,1400,+18,30.000000 
 1,1400,+19,29.000000 
 1,1400,+20,28.000000 
 1,1400,+21,28.000000 
 1,1400,+22,27.000000 
 1,1400,+23,27.000000 
 1,1400,+24,26.000000 
 1,1400,+25,26.000000 
 1,1400,+26,26.000000 
 1,1400,+27,25.000000 
 1,1400,+28,25.000000 
 1,1400,+29,25.000000 
 1,1400,+30,25.000000 
 1,1400,+31,25.000000 
 1,1400,+32,25.000000 
 1,1400,+33,25.000000 
 1,1400,+34,26.000000 
 1,1400,+35,26.000000 
 1,1400,+36,27.000000 
 1,1400,+37,28.000000 
 1,1400,+38,29.000000 
 1,1400,+39,30.000000 
 1,1400,+40,30.000000 
 1,1400,+41,30.000000 
 1,1400,+42,30.000000 
 1,1400,+43,29.000000 
 1,1400,+44,28.000000 
 1,1400,+45,27.000000 
 1,1400,+46,26.000000 
 1,1400,+47,26.000000 
 1,1400,+48,26.000000 
 1,1400,+49,25.000000 
 1,1400,+50,25.000000 
 1,1400,+51,25.000000 
 1,1400,+52,25.000000 
 1,1400,+53,25.000000 
 1,1400,+54,24.000000 
 1,1400,+55,24.000000 
 1,1400,+56,24.000000 
 1,1400,+57,25.000000 
 1,1400,+58,25.000000 
 1,1400,+59,26.000000 
 1,1400,+60,27.000000 
 1,1400,+61,28.000000 
 1,1400,+62,28.000000 
 1,1400,+63,29.000000 
 1,1400,+64,28.000000 
 1,1400,+65,28.000000 
 1,1400,+66,28.000000 
 1,1400,+67,28.000000 
 1,1400,+68,27.000000 
 1,1400,+69,27.000000 
 1,1400,+70,26.000000 
 1,1400,+71,25.000000 
 1,1400,+72,25.000000 
 1,1400,+73,25.000000 
 1,1400,+76,24.000000 
 1,1400,+79,24.000000 
 1,1400,+82,25.000000 
 1,1400,+85,28.000000 
 1,1400,+88,28.000000 
 1,1400,+91,27.000000 
 1,1400,+94,25.000000 
 1,1400,+97,24.000000 
 1,1700,+6,26.000000 
 1,1700,+7,26.000000 
 1,1700,+8,27.000000 
 1,1700,+9,28.000000 
 1,1700,+10,29.000000 
 1,1700,+11,29.000000 
 1,1700,+12,30.000000 
 1,1700,+13,30.000000 
 1,1700,+14,30.000000 
 1,1700,+15,30.000000 
 1,1700,+16,29.000000 
 1,1700,+17,28.000000 
 1,1700,+18,28.000000 
 1,1700,+19,27.000000 
 1,1700,+20,27.000000 
 1,1700,+21,26.000000 
 1,1700,+22,26.000000 
 1,1700,+23,26.000000 
 1,1700,+24,25.000000 
 1,1700,+25,25.000000 
 1,1700,+26,25.000000 
 1,1700,+27,25.000000 
 1,1700,+28,25.000000 
 1,1700,+29,25.000000 
 1,1700,+30,25.000000 
 1,1700,+31,26.000000 
 1,1700,+32,26.000000 
 1,1700,+33,27.000000 
 1,1700,+34,28.000000 
 1,1700,+35,29.000000 
 1,1700,+36,30.000000 
 1,1700,+37,30.000000 
 1,1700,+38,30.000000 
 1,1700,+39,30.000000 
 1,1700,+40,29.000000 
 1,1700,+41,28.000000 
 1,1700,+42,27.000000 
 1,1700,+43,26.000000 
 1,1700,+44,26.000000 
